146 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.32 , 10.50.23.79 , UDP , 53 , 53363 
60 , a0:32:99:4d:8f:7e , 48:45:20:44:0:9d , ARP , 143.126.10.50 , 23.110.0.0 , Unknown/Not Supported , 0 , 0 
179 , 30:e3:7a:1:f4:50 , 48:45:20:44:0:9d , IPv4 , 10.50.23.200 , 239.255.255.250 , UDP , 51253 , 1900 
60 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv4 , 10.50.20.249 , 224.0.0.22 , IGMP , 37892 , 0 
1146 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
94 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49268 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
17474 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
12114 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 41.50.247.130 , Unknown/Not Supported , 18343 , 43577 
60 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 41.50.247.130 , Unknown/Not Supported , 18343 , 43577 
60 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 41.50.247.130 , Unknown/Not Supported , 18343 , 43577 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 41.50.247.130 , Unknown/Not Supported , 18343 , 43577 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49268 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
170 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv4 , 10.50.20.249 , 10.50.23.255 , UDP , 45050 , 1900 
173 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv4 , 10.50.20.249 , 255.255.255.255 , UDP , 48520 , 1900 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
497 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.251 , UDP , 52709 , 5353 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
12114 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
18814 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
298 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.251 , UDP , 52709 , 5353 
497 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.251 , UDP , 52709 , 5353 
298 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.251 , UDP , 52709 , 5353 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
497 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.251 , UDP , 52709 , 5353 
298 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.251 , UDP , 52709 , 5353 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv4 , 10.50.23.233 , 224.0.0.22 , IGMP , 37892 , 0 
90 , 1c:4d:70:bf:45:32 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 41.50.247.130 , Unknown/Not Supported , 18343 , 43577 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42796 , 80 
12114 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
9434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
18814 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
